X1,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,BusinessAcceptsCreditCards,BikeParking,GoodForKids,ByAppointmentOnly,RestaurantsPriceRange2,DogsAllowed,RestaurantsTakeOut,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,RestaurantsDelivery,OutdoorSeating,Caters,WheelchairAccessible,RestaurantsTableService,HappyHour,BusinessAcceptsBitcoin,BYOB,Corkage,GoodForDancing,CoatCheck,DriveThru,AgesAllowed,RestaurantsCounterService,Open24Hours,alcohol_beer_and_wine,alcohol_full_bar,alcohol_none,touristy,hipster,romantic,intimate,trendy,upscale,classy,casual,divey,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,bn_monday,bn_tuesday,bn_friday,bn_wednesday,bn_thursday,bn_sunday,bn_saturday,garage,street,validated,lot,valet,byobcorkage_no,byobcorkage_yes_corkage,byobcorkage_yes_free,dairy-free,gluten-free,vegan,kosher,halal,soy-free,vegetarian,music_dj,music_background_music,music_no_music,music_jukebox,music_live,music_video,music_karaoke,wifi_free,wifi_no,wifi_paid
115029,g6aWPjcKukfK1-Po70Lhyw,Wonder Bar Steakhouse,222 E Olin Ave,Madison,WI,53713,43.052432,-89.379756,3.5,139,1,"Restaurants, Nightlife, Seafood, Bars, Steakhouses, Pubs","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0'}",1,1,0,,3,,0,1,1,1,0,1,0,,,1,,,,0,,,,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,1,0
115229,f-Nk4rNCmJhYom1_6RdWqg,Frida,117 State St,Madison,WI,53703,43.07473770000001,-89.3874429,2,52,0,"Mexican, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '10:0-22:0'}",1,,0,,2,,0,1,1,1,0,1,,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
115415,eZW0M_4K_139Ii6i1YLh0A,Porky Pine Pete's SmokeHouse BBQ,"7475 Mineral Point Rd, Ste 23",Madison,WI,53717,43.058782,-89.51255400000001,4,8,0,"Restaurants, Barbeque","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",1,,1,,2,,1,0,1,,0,0,,,,,,,,,,,,,,0,1,0,,,,,,,,,,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
115541,pvQsFWF3XQs28JZIOjrGOQ,Auntie Anne's,300 East Towne Mall,Madison,WI,53704,43.1279489,-89.30436350000001,3.5,3,1,"Restaurants, Pretzels, Fast Food, Food","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}",1,,,,1,,1,,,,1,,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
115630,1ru9ZnIcSXKtD-jQoxLzNg,Freiburg Gastropub,2616 Monroe St,Madison,WI,53711,43.05755070000001,-89.42852959999999,3.5,118,0,"Restaurants, German, Gastropubs, Nightlife, Beer Bar, Bars","{'Monday': '11:0-21:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-21:0'}",1,1,1,,2,,1,1,1,1,0,0,1,,1,1,,,,0,0,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
115655,jgh9iT5k7JxkeK9gu4VJAw,Koi Sushi,502 State St,Madison,WI,53703,43.074978154300005,-89.3934160843,3,56,1,"Szechuan, Sushi Bars, Japanese, Restaurants, Chinese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,1,1,,2,,1,1,1,1,1,0,1,,1,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
116439,uTGV1_Bu-B26_RoHAMi2BQ,Old Town Pub,724 S Gammon Rd,Madison,WI,53719,43.048922600000004,-89.50326820000001,3,3,0,"Sports Bars, Nightlife, Bars, Restaurants",,1,,,,1,,0,0,1,,0,0,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
116448,VD358OTsTLFuxOZJTOInKQ,Lakeview Bakery and Deli,524 E Wilson St,Madison,WI,53703,43.0763209,-89.376141,4.5,22,1,"Delis, Bakeries, Restaurants, Food","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}",1,1,1,,1,,1,0,1,1,0,1,1,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
116662,4mYNxIZan0vuTqZ9BS7__w,Smoothie King,2980 Cahill Main,Madison,WI,53711,43.017826,-89.42331259999999,3,22,1,"Juice Bars & Smoothies, Restaurants, Health Markets, Food, Specialty Food","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-19:0'}",1,1,1,,2,,1,0,1,,,,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
116792,NiNRA6t16CtUQKopLV1GBQ,Lolas Cafe,"610 Junction Rd, Ste 113",Madison,WI,53717,43.0735658896,-89.52679349809999,3,32,0,"Breakfast & Brunch, Restaurants, American (Traditional), American (New)","{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0', 'Saturday': '6:0-15:0', 'Sunday': '6:0-15:0'}",1,1,1,,1,,1,1,1,1,0,1,0,1,1,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
117063,EP0mnDzQiA_sRTRlYBs4hg,The Silly Yak Bakery & Bread Barn,7866 Mineral Point Rd,Madison,WI,53717,43.0612084,-89.51920679999999,4,30,0,"Gluten-Free, Restaurants, Bakeries, Food","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-18:0', 'Saturday': '6:30-16:0'}",1,,1,,1,,1,1,0,0,1,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
117123,FPunXW5NBaTKgx5uBrdD5g,King and Mane,102 King St,Madison,WI,53703,43.074730100000004,-89.3815378,2.5,13,0,"Tapas/Small Plates, American (Traditional), Restaurants",,1,,1,,2,,1,1,1,,0,1,,,,,,,,,,,,,,0,1,0,,,,,,,,,,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
117498,F9CcIFltPDXiOkCCFKjv1g,Poke Plus & Teriyaki,615 State St,Madison,WI,53703,43.0747565,-89.3961865,4,38,1,"Poke, Food, Hawaiian, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '11:0-21:30'}",1,1,,0,2,,1,1,,1,0,1,1,1,0,0,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
117664,WoFTWkoOrciT0TEvRJcSTQ,The Kollege Klub,529 N Lake St,Madison,WI,53703,43.0756224,-89.3970644,3,40,1,"Bars, Nightlife, Restaurants, Sports Bars, American (New)","{'Tuesday': '7:30-2:0', 'Wednesday': '7:30-2:0', 'Thursday': '7:30-2:0', 'Friday': '7:30-2:30', 'Saturday': '9:0-2:30', 'Sunday': '21:0-2:0'}",1,0,0,,1,,,0,1,1,,0,0,,0,1,,,,1,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0
117754,-jZ1TrvY56HFqmxjbpcU2A,Gotham Bagels,112 E Mifflin St,Madison,WI,53704,43.0769221065,-89.3835302639,3.5,222,1,"Food, Restaurants, Delis, Bagels, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '8:0-14:0'}",1,1,1,,1,,1,0,1,0,1,1,1,,,,1,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
117989,ISE6RcXsgPO1MgxypROEYg,Northside Family Restaurant,1201 N Sherman Ave,Madison,WI,53704,43.1128465,-89.3637702,3,11,0,"Breakfast & Brunch, Restaurants, American (Traditional)","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",1,1,1,,1,,1,1,1,1,0,0,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
118078,BF4RaOWyjLDa9OvriKc1sA,Come Back In,508 E Wilson St,Madison,WI,53703,43.0760831,-89.3767151,3.5,103,1,"Breakfast & Brunch, Nightlife, American (Traditional), Bars, Restaurants","{'Monday': '15:0-2:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-2:30', 'Saturday': '8:0-2:30', 'Sunday': '8:0-2:0'}",1,1,0,,1,0,1,1,1,1,0,1,0,1,1,1,0,,,0,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,1,1,0,0,1,0,0
118678,b_PiGpk0PZyBpckb1TFITg,Madison Sourdough Patisserie,916 Williamson St,Madison,WI,53703,43.0800604,-89.3694798,4.5,24,0,"Cafes, Restaurants, Ice Cream & Frozen Yogurt, Desserts, Food","{'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-16:0'}",1,1,1,,1,,1,0,0,0,0,1,1,,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
118829,I0R4EIBhG1_-vKxOKiIbfQ,608 Restaurant and Bar,212 State St,Madison,WI,53703,43.0747764,-89.3886148,3,24,0,"Restaurants, American (Traditional), Nightlife, Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '10:0-2:30', 'Sunday': '10:0-2:30'}",1,1,0,,2,,0,1,1,1,0,1,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
119174,5sV9N8rB3TNBkp1K35WM5w,Cousins Subs,3715 E Washington Ave,Madison,WI,53704,43.11744,-89.323049,4,9,1,"Restaurants, Sandwiches, Soup, Event Planning & Services, Delis, Caterers","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-19:0'}",1,1,1,,1,,1,0,1,1,0,0,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
119842,Woqed5Fw95J6oEZxIHiBgg,Morris Ramen,106 King St,Madison,WI,53703,43.07475430979999,-89.3813350797,4.5,195,1,"Restaurants, Japanese, Ramen","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0'}",1,1,0,0,2,0,1,0,0,0,0,1,0,1,1,1,0,,,,,,,,,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
120342,NrpgcAPTAtMNoW4O_G0rwQ,S2pizzabar,558 State St,Madison,WI,53703,43.075140999999995,-89.394958,4,15,0,"Restaurants, Salad, Pizza, American (New)","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,,1,,1,,1,0,1,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
120518,X9RUpMhQw4o804P4B_u8vA,Faircrest Bakery & Cafe,6150 Mineral Point Rd,Madison,WI,53705,43.061218,-89.486019,4.5,15,1,"Food, Bakeries, Restaurants, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-14:0'}",1,,,,,0,,0,,0,0,1,,1,,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
120537,VRTrhsYKSJo1kGX5RqBlFA,Belair Cantina,111 Martin Luther King Jr Blvd,Madison,WI,53703,43.0737969,-89.3826584,3.5,166,1,"Restaurants, Bars, Nightlife, Mexican, Gluten-Free, Latin American","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}",1,1,1,,2,,1,0,1,1,1,1,1,,1,1,,,,0,0,0,,,,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
121525,ny79ZOnR9yLTN85Vg2BJVg,Metcalfe's Local To Go,4000 International Ln,Madison,WI,53704,43.136521200000004,-89.3473237,1.5,7,1,"Convenience Stores, Restaurants, Cafes, Food, Grocery","{'Monday': '4:30-19:30', 'Tuesday': '4:30-19:30', 'Wednesday': '4:30-19:30', 'Thursday': '4:30-19:30', 'Friday': '4:30-19:30', 'Saturday': '4:30-19:30', 'Sunday': '4:30-19:30'}",1,0,1,,1,,1,0,,,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
121536,hLnWXojm7NpyXeqlhIL-lw,Cosi,152 W Johnson St,Madison,WI,53703,43.0750641,-89.38996490000001,2.5,7,0,"Sandwiches, Restaurants",,1,,,,1,,1,0,1,0,0,0,1,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
121589,mzq_UgBRWsxTjb7oBNajWA,Great Dane Pub & Brewing,357 Price Pl,Madison,WI,53705,43.071139,-89.45229599999999,3.5,251,1,"Breweries, Bars, Nightlife, American (New), American (Traditional), Food, Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '10:0-2:0'}",1,1,1,,2,1,1,1,1,1,0,1,0,,,1,0,,,0,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
121880,7iZYl52Gtica73shRYsuMQ,Francesca's Al Lago,111 Martin Luther King Jr Blvd,Madison,WI,53703,43.073795781499996,-89.3826003509,3.5,93,0,"Italian, Restaurants, Event Planning & Services, Food, Beer, Wine & Spirits, Venues & Event Spaces","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,1,0,,2,,1,1,1,1,0,1,1,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
121950,2NnoviDIh_GjWZI3srr99A,Mabuhay Philippine Cuisine,1272 S Park St,Madison,WI,53715,43.0531664,-89.3958811,3,39,0,"Restaurants, Barbeque, Filipino, Asian Fusion, American (Traditional)","{'Monday': '10:30-20:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-20:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-21:0', 'Saturday': '8:0-21:0', 'Sunday': '9:0-20:0'}",1,,1,,1,,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
122224,enyOZKWtkvH0VBzfnKveZA,Dave & Buster's,414 W Towne Mall,Madison,WI,53719,43.0552755,-89.50591379999999,2,101,1,"Eatertainment, Restaurants, Nightlife, American (Traditional), Bars, Bowling, Event Planning & Services, Party & Event Planning, Active Life, Arts & Entertainment, Arcades","{'Monday': '10:0-23:59', 'Tuesday': '11:0-1:0', 'Wednesday': '10:0-23:59', 'Thursday': '10:0-23:59', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-23:59'}",1,,1,,2,,1,1,1,1,0,0,,,,1,,,,0,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0
122258,52bVodsCN1p_yT7_Y63xeg,Taste of Tibet,430 State St,Madison,WI,53703,43.074833500000004,-89.3922683,3.5,13,0,"Restaurants, Himalayan/Nepalese",,1,,1,,1,,1,,1,0,1,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
122300,ymGn0eZHFM0bI8Ig0EVXWg,Habeneros,3001 N Sherman Ave,Madison,WI,53704,43.127123002,-89.3631029512,4,11,1,"Restaurants, Mexican",,1,,1,,1,,1,0,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
122313,TXiEgINSZ75d3EtvLvkc4Q,Red Lobster,4502 East Towne Blvd,Madison,WI,53704,43.128017,-89.307358,3,79,1,"Restaurants, American (Traditional), Seafood","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,1,1,,2,,1,1,1,1,1,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
122497,k9RUMKASTB6QZ-NkfnN8Fg,Eno Vino Downtown,"1 N Webster St, Fl 10",Madison,WI,53703,43.076451736,-89.38231442120001,4,197,1,"Wine Bars, Cocktail Bars, Nightlife, Bars, Restaurants, American (New), Seafood","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-1:0', 'Saturday': '16:0-1:0', 'Sunday': '16:0-0:0'}",1,1,0,,2,,0,1,1,1,0,1,,,1,1,,,,0,1,,,,,0,1,0,0,0,0,0,1,1,1,1,0,,1,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,,,,,,,,0,0,0,,0,0,,1,0,0
123061,scCQqfGfHipwVV43opvMJw,Papa Murphy's,4664 Cottage Grove Rd,Madison,WI,53716,43.0843504,-89.2998225,3,3,0,"Restaurants, Pizza",,1,1,1,,2,,1,0,0,,0,1,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
123174,HdG7YBvxYQvEbjNG9I9QjA,Lake Edge Seafood Company,4100 Monona Dr,Madison,WI,53716,43.0792709,-89.3233012,4,79,1,"Specialty Food, Seafood Markets, Seafood, Restaurants, American (Traditional), Food, Fish & Chips","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",1,,1,,2,,1,0,1,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,,,,,,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
123191,7Km9UXolK9vEeBDNqTl5DA,Quiznos,4000 International Ln,Madison,WI,53704,43.136208564499995,-89.3456268311,2,4,1,"Fast Food, Sandwiches, Restaurants, Delis",,1,0,1,,1,,1,0,1,1,0,0,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
123283,DkSUZM4uBoTRkRzWWT5syw,Oakhouse Farm Bakery,2221 Mustang Way,Madison,WI,53718,43.064736100000005,-89.2931083,4,4,1,"Restaurants, Bakeries, Food, Donuts",,,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
123683,ssQRpUNhldhNNnRpl4M3xQ,Forage Kitchen,715 Hilldale Way,Madison,WI,53705,43.0729542,-89.4533854,4,19,1,"Food, Restaurants, Juice Bars & Smoothies, Salad, Vegetarian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}",,,,,,,,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
124205,2-su3xdxOvyF0_2GZN4FLw,Short Stack Eatery,301 W Johnson St,Madison,WI,53703,43.0745169946,-89.3899215013,4,464,1,"Restaurants, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-0:0', 'Friday': '8:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '0:0-21:0'}",1,1,1,0,2,,1,0,1,0,0,1,1,1,0,0,,,,,,,,,,0,1,0,0,,0,0,1,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
124303,c_-0jkr-MkK2EdlbJaXgyw,Willy Street Co-op,2817 N Sherman Ave,Madison,WI,53704,43.1276538223,-89.36349704860001,4,18,1,"Specialty Food, Local Services, Grocery, Organic Stores, Ice Delivery, Caterers, Delis, Juice Bars & Smoothies, Restaurants, Food, Event Planning & Services","{'Monday': '7:30-19:30', 'Tuesday': '7:30-21:30', 'Wednesday': '7:30-19:30', 'Thursday': '7:30-21:30', 'Friday': '7:30-21:30', 'Saturday': '7:30-21:30', 'Sunday': '7:30-19:30'}",1,1,,,2,0,1,0,1,1,0,1,1,1,0,,0,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
124689,K-haZKqNHIJwWlFvbnn7vA,Starbucks,"434 Gammon Place, 3",Madison,WI,53719,43.058861,-89.50211800000001,2.5,58,1,"Coffee & Tea, Food, Restaurants","{'Monday': '5:30-21:30', 'Tuesday': '5:30-21:30', 'Wednesday': '5:30-21:30', 'Thursday': '5:30-21:30', 'Friday': '5:30-22:0', 'Saturday': '5:30-22:0', 'Sunday': '5:0-21:30'}",1,1,,0,1,,1,,,,0,1,0,,,,,,,,,,,,,0,0,1,,,,,,,,,,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
124741,B46YpcGGZ5nBjGLzSJLVbA,Steak Escape West Towne Mall,118 W Towne Mall,Madison,WI,53719,43.0584893289,-89.50497415790001,4,4,1,"Cheesesteaks, Steakhouses, Sandwiches, Fast Food, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}",1,,,,2,,1,0,,,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,1,0
124812,kVXyz0mYd7NaGuGdM_VMeQ,Asian Sweet Bakery,1017 S Park St,Madison,WI,53715,43.0560299,-89.39766429999999,4.5,100,1,"Chinese, Food, Restaurants, Bakeries","{'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}",1,1,1,,1,,1,0,0,1,0,0,0,,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
